Year,ID,LaborStatus,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,2379,Working fulltime,Divorced,2,40.000000,20,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Not applicable
2014,2380,Keeping house,Married,4,52.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,2381,Retired,Widowed,3,79.000000,16,Female,White,Below average,Refused,Not applicable,Strong republican,Below average,Not applicable
2014,2382,Working parttime,Never married,0,24.000000,15,Male,Other,Below average,$10000 - 14999,$10000 - 14999,"Ind,near dem",Far below average,Heterosexual or straight
2014,2383,Working fulltime,Never married,0,24.000000,17,Female,White,Above average,$20000 - 24999,$20000 - 24999,Not str democrat,Average,Heterosexual or straight
2014,2384,School,Never married,0,23.000000,17,Female,White,Below average,$15000 - 19999,$3000 to 3999,Strong democrat,Below average,Heterosexual or straight
2014,2385,Working fulltime,Never married,2,26.000000,12,Female,White,Below average,$25000 or more,$6000 to 6999,"Ind,near dem",Below average,Bisexual
2014,2386,Working fulltime,Never married,1,30.000000,12,Female,White,Average,$15000 - 19999,$15000 - 19999,Not str democrat,Average,Heterosexual or straight
2014,2387,"Unempl, laid off",Never married,0,28.000000,13,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2388,Working fulltime,Married,4,49.000000,12,Male,White,Far below average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,2389,School,Never married,0,27.000000,12,Female,Other,Average,$10000 - 14999,$10000 - 14999,Independent,Below average,"Gay, lesbian, or homosexual"
2014,2390,Working fulltime,Never married,2,38.000000,16,Female,White,Average,$25000 or more,$25000 or more,Independent,Above average,Bisexual
2014,2391,Working fulltime,Never married,1,27.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2392,Working fulltime,Married,2,54.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2393,"Unempl, laid off",Married,2,49.000000,19,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Below average,Bisexual
2014,2394,Working parttime,Married,1,38.000000,17,Female,White,Average,$25000 or more,Lt $1000,Strong republican,Average,Heterosexual or straight
2014,2395,Working fulltime,Married,2,61.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,2396,Retired,Married,2,64.000000,13,Female,White,Above average,$25000 or more,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2397,"Unempl, laid off",Never married,0,49.000000,14,Male,White,Average,$10000 - 14999,Not applicable,Strong democrat,Far below average,Heterosexual or straight
2014,2398,Working fulltime,Never married,1,28.000000,12,Male,White,Below average,$25000 or more,$25000 or more,"Ind,near dem",Far below average,Heterosexual or straight
2014,2399,Working fulltime,Married,2,40.000000,14,Female,White,Average,$25000 or more,$20000 - 24999,Not str democrat,Above average,Heterosexual or straight
2014,2400,Working parttime,Divorced,0,20.000000,12,Male,White,Below average,$8000 to 9999,Lt $1000,"Ind,near rep",Far below average,Heterosexual or straight
2014,2401,"Unempl, laid off",Never married,0,35.000000,13,Male,White,Average,Don't know,$25000 or more,Not str democrat,Below average,"Gay, lesbian, or homosexual"
2014,2402,Working fulltime,Married,1,56.000000,11,Female,White,Below average,$25000 or more,$25000 or more,"Ind,near rep",Below average,Heterosexual or straight
2014,2403,Working fulltime,Married,2,54.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,2404,Working fulltime,Never married,0,24.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2405,Working fulltime,Married,1,38.000000,18,Male,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,2406,Working fulltime,Never married,0,47.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2407,Working parttime,Married,3,55.000000,16,Male,White,Below average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2408,Working fulltime,Married,0,54.000000,18,Female,White,Above average,$25000 or more,$25000 or more,Not str democrat,Below average,Heterosexual or straight
2014,2409,Retired,Widowed,4,69.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,2410,Working fulltime,Married,1,30.000000,10,Female,White,Far below average,$25000 or more,$10000 - 14999,"Ind,near rep",Average,Heterosexual or straight
2014,2411,Keeping house,Married,4,39.000000,16,Female,White,Average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,2412,Working fulltime,Married,0,54.000000,16,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2413,Keeping house,Married,2,58.000000,14,Female,White,No answer,Refused,Not applicable,No answer,No answer,Heterosexual or straight
2014,2414,Retired,Married,3,64.000000,13,Male,White,Average,$25000 or more,Not applicable,Strong republican,Average,Heterosexual or straight
2014,2415,Working fulltime,Married,4,58.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Above average,Bisexual
2014,2416,Working parttime,Married,0,26.000000,13,Male,White,Average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2417,Working fulltime,Married,2,51.000000,14,Male,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2418,Working parttime,Married,1,51.000000,12,Female,White,Average,$25000 or more,$7000 to 7999,Not str republican,Average,Not applicable
2014,2419,Keeping house,Divorced,2,57.000000,9,Female,White,Below average,$8000 to 9999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2420,Working parttime,Never married,2,31.000000,11,Female,White,Average,$25000 or more,$8000 to 9999,Strong republican,Average,Not applicable
2014,2421,Working fulltime,Divorced,4,44.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,2422,Working fulltime,Divorced,3,63.000000,18,Female,White,Below average,$25000 or more,$25000 or more,Strong republican,Average,Not applicable
2014,2423,Working fulltime,Never married,0,27.000000,12,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,2424,Working fulltime,Married,2,48.000000,11,Male,White,Below average,$25000 or more,$25000 or more,Independent,Average,Not applicable
2014,2425,Working fulltime,Married,3,58.000000,12,Female,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,2426,Working fulltime,Married,2,31.000000,16,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,2427,Temp not working,Married,3,39.000000,12,Male,White,Far below average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,2428,Working fulltime,Married,2,30.000000,17,Male,White,Above average,$25000 or more,$25000 or more,Independent,Above average,Heterosexual or straight
2014,2429,Retired,Widowed,5,79.000000,12,Female,White,Far below average,Refused,Not applicable,"Ind,near dem",Below average,Not applicable
2014,2430,"Unempl, laid off",Separated,2,53.000000,10,Male,White,Average,$20000 - 24999,Not applicable,Not str democrat,Below average,Not applicable
2014,2431,Working fulltime,Divorced,4,48.000000,15,Female,White,Below average,$4000 to 4999,Not applicable,Independent,Below average,Not applicable
2014,2432,Retired,Divorced,2,69.000000,14,Male,White,Average,Refused,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,2433,Working parttime,Married,1,67.000000,20,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Far above average,Not applicable
2014,2434,Retired,Widowed,6,87.000000,9,Female,White,Average,$10000 - 14999,Not applicable,Strong democrat,Far below average,Not applicable
2014,2435,Working fulltime,Married,3,45.000000,19,Female,White,Below average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2436,Retired,Married,5,81.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,2437,Working fulltime,Married,2,57.000000,12,Male,White,Below average,Refused,Refused,Strong republican,Don't know,Not applicable
2014,2438,Retired,Married,6,72.000000,9,Female,White,Below average,Refused,Not applicable,Not str democrat,Below average,Not applicable
2014,2439,Working parttime,Married,1,29.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,2440,Keeping house,Married,2,48.000000,12,Female,White,Below average,$25000 or more,$15000 - 19999,Strong republican,Above average,Heterosexual or straight
2014,2441,Other,Never married,1,35.000000,11,Male,White,Average,$25000 or more,Not applicable,Independent,Below average,Not applicable
2014,2442,Working fulltime,Never married,0,23.000000,0,Male,Other,Below average,Don't know,$5000 to 5999,Independent,Don't know,Dont know
2014,2443,Working fulltime,Divorced,2,42.000000,14,Female,Black,Far below average,$20000 - 24999,$20000 - 24999,Strong democrat,Average,Heterosexual or straight
2014,2444,Working fulltime,Divorced,5,57.000000,10,Female,Black,Far below average,$20000 - 24999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,2445,Retired,Divorced,4,70.000000,11,Female,Black,Far below average,$8000 to 9999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2446,Keeping house,Never married,4,39.000000,12,Female,Black,Below average,$3000 to 3999,Not applicable,Strong democrat,Above average,Bisexual
2014,2447,Keeping house,Never married,2,31.000000,12,Female,Black,Above average,$10000 - 14999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2448,Keeping house,Never married,3,38.000000,11,Female,Other,Average,$10000 - 14999,$15000 - 19999,Independent,Average,Heterosexual or straight
2014,2449,Retired,Never married,5,56.000000,12,Female,Black,Far above average,$10000 - 14999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2450,Retired,Widowed,0,87.000000,14,Female,White,Average,$15000 - 19999,Not applicable,Strong republican,Average,Not applicable
2014,2451,Keeping house,Married,3,34.000000,12,Female,Other,Below average,Don't know,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,2452,Working parttime,Divorced,3,62.000000,8,Female,Black,Below average,$15000 - 19999,$15000 - 19999,Strong democrat,Average,Heterosexual or straight
2014,2453,Working fulltime,Never married,NA,62.000000,0,Male,Other,Below average,$15000 - 19999,$15000 - 19999,"Ind,near dem",Average,Heterosexual or straight
2014,2454,Retired,Married,2,59.000000,10,Male,White,Far below average,$25000 or more,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,2455,Working fulltime,Married,3,62.000000,12,Female,Black,Below average,$25000 or more,$5000 to 5999,Strong democrat,Below average,Heterosexual or straight
2014,2456,Working fulltime,Married,0,52.000000,12,Female,Black,Average,$25000 or more,$25000 or more,Not str democrat,Far below average,Heterosexual or straight
2014,2457,Retired,Widowed,1,81.000000,4,Male,Black,Far below average,$20000 - 24999,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,2458,Retired,Widowed,2,84.000000,14,Male,White,Average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,2459,Working fulltime,Married,1,26.000000,13,Female,Black,Below average,$25000 or more,$25000 or more,"Ind,near dem",Average,"Gay, lesbian, or homosexual"
2014,2460,Working fulltime,Married,2,71.000000,14,Male,White,Below average,$25000 or more,$20000 - 24999,Not str republican,Average,Heterosexual or straight
2014,2461,Working parttime,Never married,2,37.000000,11,Female,Black,Below average,$25000 or more,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,2462,Working fulltime,Married,3,74.000000,12,Male,White,Below average,$25000 or more,$15000 - 19999,Strong republican,Below average,Heterosexual or straight
2014,2463,Working fulltime,Divorced,2,50.000000,12,Female,White,Below average,$20000 - 24999,$20000 - 24999,Independent,Below average,Heterosexual or straight
2014,2464,Working fulltime,Married,5,40.000000,16,Male,Black,Far above average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,2465,Retired,Widowed,2,66.000000,12,Female,White,Below average,$10000 - 14999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,2466,Keeping house,Married,0,40.000000,14,Female,Black,Average,Don't know,Not applicable,Independent,Below average,Heterosexual or straight
2014,2467,Retired,Married,0,61.000000,16,Female,White,Average,$25000 or more,Not applicable,Strong republican,Below average,Heterosexual or straight
2014,2468,Working parttime,Divorced,4,24.000000,10,Male,White,Below average,$1000 to 2999,$1000 to 2999,Not str democrat,Average,Heterosexual or straight
